Agency,SKU,Volume
Agency_32,SKU_22,0
Agency_32,SKU_23,0
Agency_32,SKU_24,0
Agency_32,SKU_26,0
Agency_32,SKU_27,0
Agency_32,SKU_28,0
Agency_32,SKU_31,0
Agency_32,SKU_32,0
Agency_32,SKU_34,0
Agency_33,SKU_01,0
Agency_33,SKU_02,0
Agency_33,SKU_05,0
Agency_33,SKU_06,0
Agency_33,SKU_07,0
Agency_33,SKU_08,0
Agency_33,SKU_11,0
Agency_33,SKU_12,0
Agency_33,SKU_14,0
Agency_33,SKU_15,0
Agency_33,SKU_17,0
Agency_33,SKU_20,0
Agency_33,SKU_21,0
Agency_33,SKU_22,0
Agency_33,SKU_23,0
Agency_33,SKU_24,0
Agency_33,SKU_26,0
Agency_33,SKU_27,0
Agency_33,SKU_28,0
Agency_33,SKU_31,0
Agency_33,SKU_32,0
Agency_33,SKU_34,0
Agency_34,SKU_01,0
Agency_34,SKU_02,0
Agency_34,SKU_05,0
Agency_34,SKU_06,0
Agency_34,SKU_07,0
Agency_34,SKU_08,0
Agency_34,SKU_11,0
Agency_34,SKU_12,0
Agency_34,SKU_14,0
Agency_34,SKU_15,0
Agency_34,SKU_17,0
Agency_34,SKU_18,0
Agency_34,SKU_20,0
Agency_34,SKU_21,0
Agency_34,SKU_23,0
Agency_34,SKU_24,0
Agency_34,SKU_26,0
Agency_34,SKU_27,0
Agency_34,SKU_28,0
Agency_34,SKU_31,0
Agency_34,SKU_32,0
Agency_34,SKU_34,0
Agency_35,SKU_01,0
Agency_35,SKU_02,0
Agency_35,SKU_05,0
Agency_35,SKU_06,0
Agency_35,SKU_07,0
Agency_35,SKU_08,0
Agency_35,SKU_11,0
Agency_35,SKU_12,0
Agency_35,SKU_14,0
Agency_35,SKU_15,0
Agency_35,SKU_17,0
Agency_35,SKU_18,0
Agency_35,SKU_20,0
Agency_35,SKU_21,0
Agency_35,SKU_22,0
Agency_35,SKU_23,0
Agency_35,SKU_24,0
Agency_35,SKU_26,0
Agency_35,SKU_27,0
Agency_35,SKU_28,0
Agency_35,SKU_31,0
Agency_35,SKU_34,0
Agency_36,SKU_01,0
Agency_36,SKU_02,0
Agency_36,SKU_05,0
Agency_36,SKU_06,0
Agency_36,SKU_07,0
Agency_36,SKU_08,0
Agency_36,SKU_11,0
Agency_36,SKU_12,0
Agency_36,SKU_14,0
Agency_36,SKU_15,0
Agency_36,SKU_17,0
Agency_36,SKU_18,0
Agency_36,SKU_20,0
Agency_36,SKU_21,0
Agency_36,SKU_23,0
Agency_36,SKU_24,0
Agency_36,SKU_26,0
Agency_36,SKU_27,0
Agency_36,SKU_28,0
Agency_36,SKU_31,0
Agency_36,SKU_32,0
Agency_36,SKU_34,0
Agency_37,SKU_01,0
Agency_37,SKU_02,0
Agency_37,SKU_03,0
Agency_37,SKU_05,0
Agency_37,SKU_06,0
Agency_37,SKU_07,0
Agency_37,SKU_08,0
Agency_37,SKU_11,0
Agency_37,SKU_12,0
Agency_37,SKU_14,0
Agency_37,SKU_15,0
Agency_37,SKU_17,0
Agency_37,SKU_20,0
Agency_37,SKU_21,0
Agency_37,SKU_22,0
Agency_37,SKU_23,0
Agency_37,SKU_24,0
Agency_37,SKU_26,0
Agency_37,SKU_27,0
Agency_37,SKU_28,0
Agency_37,SKU_31,0
Agency_37,SKU_32,0
Agency_37,SKU_34,0
Agency_38,SKU_06,0
Agency_38,SKU_08,0
Agency_38,SKU_11,0
Agency_38,SKU_12,0
Agency_38,SKU_15,0
Agency_38,SKU_17,0
Agency_38,SKU_18,0
Agency_38,SKU_20,0
Agency_38,SKU_22,0
Agency_38,SKU_23,0
Agency_38,SKU_24,0
Agency_38,SKU_26,0
Agency_38,SKU_27,0
Agency_38,SKU_28,0
Agency_38,SKU_31,0
Agency_38,SKU_32,0
Agency_38,SKU_34,0
Agency_39,SKU_06,0
Agency_39,SKU_08,0
Agency_39,SKU_11,0
Agency_39,SKU_12,0
Agency_39,SKU_14,0
Agency_39,SKU_15,0
Agency_39,SKU_17,0
Agency_39,SKU_18,0
Agency_39,SKU_20,0
Agency_39,SKU_21,0
Agency_39,SKU_22,0
Agency_39,SKU_23,0
Agency_39,SKU_24,0
Agency_39,SKU_26,0
Agency_39,SKU_27,0
Agency_39,SKU_28,0
Agency_39,SKU_31,0
Agency_39,SKU_32,0
Agency_39,SKU_34,0
Agency_40,SKU_01,0
Agency_40,SKU_02,0
Agency_40,SKU_05,0
Agency_40,SKU_06,0
Agency_40,SKU_07,0
Agency_40,SKU_08,0
Agency_40,SKU_11,0
Agency_40,SKU_12,0
Agency_40,SKU_14,0
Agency_40,SKU_15,0
Agency_40,SKU_17,0
Agency_40,SKU_20,0
Agency_40,SKU_21,0
Agency_40,SKU_22,0
Agency_40,SKU_23,0
Agency_40,SKU_24,0
Agency_40,SKU_26,0
Agency_40,SKU_27,0
Agency_40,SKU_28,0
Agency_40,SKU_31,0
Agency_40,SKU_32,0
Agency_40,SKU_34,0
Agency_41,SKU_06,0
Agency_41,SKU_07,0
Agency_41,SKU_08,0
Agency_41,SKU_11,0
Agency_41,SKU_12,0
Agency_41,SKU_14,0
Agency_41,SKU_15,0
Agency_41,SKU_17,0
Agency_41,SKU_18,0
Agency_41,SKU_20,0
Agency_41,SKU_21,0
Agency_41,SKU_22,0
Agency_41,SKU_23,0
Agency_41,SKU_24,0
Agency_41,SKU_26,0
Agency_41,SKU_27,0
Agency_41,SKU_28,0
Agency_41,SKU_31,0
Agency_41,SKU_32,0
Agency_41,SKU_34,0
Agency_42,SKU_06,0
Agency_42,SKU_07,0
Agency_42,SKU_08,0
Agency_42,SKU_11,0
Agency_42,SKU_12,0
Agency_42,SKU_14,0
Agency_42,SKU_15,0
Agency_42,SKU_17,0
Agency_42,SKU_18,0
Agency_42,SKU_20,0
Agency_42,SKU_21,0
Agency_42,SKU_22,0
Agency_42,SKU_23,0
Agency_42,SKU_24,0
Agency_42,SKU_26,0
Agency_42,SKU_27,0
Agency_42,SKU_28,0
Agency_42,SKU_31,0
Agency_42,SKU_32,0
Agency_42,SKU_34,0
Agency_43,SKU_06,0
Agency_43,SKU_07,0
Agency_43,SKU_08,0
Agency_43,SKU_11,0
Agency_43,SKU_12,0
Agency_43,SKU_14,0
Agency_43,SKU_15,0
Agency_43,SKU_17,0
Agency_43,SKU_18,0
Agency_43,SKU_20,0
Agency_43,SKU_21,0
Agency_43,SKU_22,0
Agency_43,SKU_23,0
Agency_43,SKU_24,0
Agency_43,SKU_26,0
Agency_43,SKU_27,0
Agency_43,SKU_28,0
Agency_43,SKU_31,0
Agency_43,SKU_32,0
Agency_43,SKU_34,0
Agency_44,SKU_06,0
Agency_44,SKU_07,0
Agency_44,SKU_08,0
Agency_44,SKU_11,0
Agency_44,SKU_12,0
Agency_44,SKU_14,0
Agency_44,SKU_15,0
Agency_44,SKU_17,0
Agency_44,SKU_18,0
Agency_44,SKU_20,0
Agency_44,SKU_21,0
Agency_44,SKU_22,0
Agency_44,SKU_23,0
Agency_44,SKU_24,0
Agency_44,SKU_26,0
Agency_44,SKU_27,0
Agency_44,SKU_28,0
Agency_44,SKU_31,0
Agency_44,SKU_32,0
Agency_44,SKU_34,0
Agency_45,SKU_06,0
Agency_45,SKU_07,0
Agency_45,SKU_11,0
Agency_45,SKU_12,0
Agency_45,SKU_14,0
Agency_45,SKU_15,0
Agency_45,SKU_17,0
Agency_45,SKU_18,0
Agency_45,SKU_20,0
Agency_45,SKU_21,0
Agency_45,SKU_22,0
Agency_45,SKU_23,0
Agency_45,SKU_24,0
Agency_45,SKU_26,0
Agency_45,SKU_27,0
Agency_45,SKU_28,0
Agency_45,SKU_31,0
Agency_45,SKU_32,0
Agency_45,SKU_34,0
Agency_46,SKU_06,0
Agency_46,SKU_07,0
Agency_46,SKU_08,0
Agency_46,SKU_11,0
Agency_46,SKU_12,0
Agency_46,SKU_14,0
Agency_46,SKU_15,0
Agency_46,SKU_18,0
Agency_46,SKU_20,0
Agency_46,SKU_21,0
Agency_46,SKU_22,0
Agency_46,SKU_23,0
Agency_46,SKU_24,0
Agency_46,SKU_26,0
Agency_46,SKU_27,0
Agency_46,SKU_28,0
Agency_46,SKU_31,0
Agency_46,SKU_32,0
Agency_46,SKU_34,0
Agency_47,SKU_06,0
Agency_47,SKU_07,0
Agency_47,SKU_08,0
Agency_47,SKU_11,0
Agency_47,SKU_12,0
Agency_47,SKU_14,0
Agency_47,SKU_15,0
Agency_47,SKU_18,0
Agency_47,SKU_20,0
Agency_47,SKU_21,0
Agency_47,SKU_22,0
Agency_47,SKU_23,0
Agency_47,SKU_24,0
Agency_47,SKU_26,0
Agency_47,SKU_27,0
Agency_47,SKU_28,0
Agency_47,SKU_31,0
Agency_47,SKU_32,0
Agency_47,SKU_34,0
Agency_48,SKU_06,0
Agency_48,SKU_08,0
Agency_48,SKU_11,0
Agency_48,SKU_12,0
Agency_48,SKU_14,0
Agency_48,SKU_15,0
Agency_48,SKU_18,0
Agency_48,SKU_20,0
Agency_48,SKU_21,0
Agency_48,SKU_22,0
Agency_48,SKU_24,0
Agency_48,SKU_26,0
Agency_48,SKU_27,0
Agency_48,SKU_31,0
Agency_48,SKU_32,0
Agency_48,SKU_34,0
Agency_49,SKU_06,0
Agency_49,SKU_08,0
Agency_49,SKU_11,0
Agency_49,SKU_12,0
Agency_49,SKU_14,0
Agency_49,SKU_15,0
Agency_49,SKU_17,0
Agency_49,SKU_18,0
Agency_49,SKU_20,0
Agency_49,SKU_21,0
Agency_49,SKU_22,0
Agency_49,SKU_24,0
Agency_49,SKU_26,0
Agency_49,SKU_27,0
Agency_49,SKU_28,0
Agency_49,SKU_31,0
Agency_49,SKU_32,0
Agency_50,SKU_06,0
Agency_50,SKU_07,0
Agency_50,SKU_08,0
Agency_50,SKU_11,0
Agency_50,SKU_12,0
Agency_50,SKU_14,0
Agency_50,SKU_15,0
Agency_50,SKU_18,0
Agency_50,SKU_20,0
Agency_50,SKU_21,0
Agency_50,SKU_22,0
Agency_50,SKU_23,0
Agency_50,SKU_24,0
Agency_50,SKU_26,0
Agency_50,SKU_27,0
Agency_50,SKU_28,0
Agency_50,SKU_31,0
Agency_50,SKU_32,0
Agency_50,SKU_34,0
Agency_51,SKU_06,0
Agency_51,SKU_08,0
Agency_51,SKU_11,0
Agency_51,SKU_12,0
Agency_51,SKU_14,0
Agency_51,SKU_15,0
Agency_51,SKU_18,0
Agency_51,SKU_20,0
Agency_51,SKU_21,0
Agency_51,SKU_22,0
Agency_51,SKU_23,0
Agency_51,SKU_24,0
Agency_51,SKU_26,0
Agency_51,SKU_27,0
Agency_51,SKU_28,0
Agency_51,SKU_31,0
Agency_51,SKU_32,0
Agency_51,SKU_34,0
Agency_52,SKU_06,0
Agency_52,SKU_07,0
Agency_52,SKU_08,0
Agency_52,SKU_11,0
Agency_52,SKU_12,0
Agency_52,SKU_14,0
Agency_52,SKU_15,0
Agency_52,SKU_17,0
Agency_52,SKU_18,0
Agency_52,SKU_20,0
Agency_52,SKU_21,0
Agency_52,SKU_22,0
Agency_52,SKU_23,0
Agency_52,SKU_24,0
Agency_52,SKU_26,0
Agency_52,SKU_27,0
Agency_52,SKU_28,0
Agency_52,SKU_31,0
Agency_52,SKU_32,0
Agency_52,SKU_34,0
Agency_53,SKU_06,0
Agency_53,SKU_08,0
Agency_53,SKU_11,0
Agency_53,SKU_12,0
Agency_53,SKU_14,0
Agency_53,SKU_17,0
Agency_53,SKU_18,0
Agency_53,SKU_20,0
Agency_53,SKU_21,0
Agency_53,SKU_22,0
Agency_53,SKU_23,0
Agency_53,SKU_26,0
Agency_53,SKU_27,0
Agency_53,SKU_28,0
Agency_53,SKU_31,0
Agency_53,SKU_32,0
Agency_53,SKU_34,0
Agency_54,SKU_06,0
Agency_54,SKU_07,0
Agency_54,SKU_08,0
Agency_54,SKU_11,0
Agency_54,SKU_12,0
Agency_54,SKU_17,0
Agency_54,SKU_18,0
Agency_54,SKU_20,0
Agency_54,SKU_21,0
Agency_54,SKU_22,0
Agency_54,SKU_23,0
Agency_54,SKU_24,0
Agency_54,SKU_26,0
Agency_54,SKU_27,0
Agency_54,SKU_28,0
Agency_54,SKU_31,0
Agency_54,SKU_32,0
Agency_54,SKU_34,0
Agency_55,SKU_06,0
Agency_55,SKU_07,0
Agency_55,SKU_08,0
Agency_55,SKU_11,0
Agency_55,SKU_12,0
Agency_55,SKU_14,0
Agency_55,SKU_15,0
Agency_55,SKU_17,0
Agency_55,SKU_18,0
Agency_55,SKU_20,0
Agency_55,SKU_21,0
Agency_55,SKU_22,0
Agency_55,SKU_23,0
Agency_55,SKU_24,0
Agency_55,SKU_26,0
Agency_55,SKU_27,0
Agency_55,SKU_28,0
Agency_55,SKU_31,0
Agency_55,SKU_32,0
Agency_55,SKU_34,0
Agency_56,SKU_06,0
Agency_56,SKU_07,0
Agency_56,SKU_08,0
Agency_56,SKU_11,0
Agency_56,SKU_12,0
Agency_56,SKU_14,0
Agency_56,SKU_15,0
Agency_56,SKU_17,0
Agency_56,SKU_18,0
Agency_56,SKU_20,0
Agency_56,SKU_21,0
Agency_56,SKU_22,0
Agency_56,SKU_23,0
Agency_56,SKU_24,0
Agency_56,SKU_26,0
Agency_56,SKU_27,0
Agency_56,SKU_28,0
Agency_56,SKU_31,0
Agency_56,SKU_32,0
Agency_56,SKU_34,0
Agency_57,SKU_06,0
Agency_57,SKU_08,0
Agency_57,SKU_11,0
Agency_57,SKU_12,0
Agency_57,SKU_14,0
Agency_57,SKU_15,0
Agency_57,SKU_18,0
Agency_57,SKU_20,0
Agency_57,SKU_21,0
Agency_57,SKU_22,0
Agency_57,SKU_24,0
Agency_57,SKU_26,0
Agency_57,SKU_27,0
Agency_57,SKU_28,0
Agency_57,SKU_31,0
Agency_57,SKU_32,0
Agency_57,SKU_34,0
Agency_58,SKU_06,0
Agency_58,SKU_08,0
Agency_58,SKU_11,0
Agency_58,SKU_12,0
Agency_58,SKU_14,0
Agency_58,SKU_15,0
Agency_58,SKU_18,0
Agency_58,SKU_20,0
Agency_58,SKU_21,0
Agency_58,SKU_22,0
Agency_58,SKU_24,0
Agency_58,SKU_26,0
Agency_58,SKU_27,0
Agency_58,SKU_28,0
Agency_58,SKU_31,0
Agency_58,SKU_32,0
Agency_58,SKU_34,0
Agency_59,SKU_06,0
Agency_59,SKU_08,0
Agency_59,SKU_11,0
Agency_59,SKU_12,0
Agency_59,SKU_14,0
Agency_59,SKU_15,0
Agency_59,SKU_18,0
Agency_59,SKU_20,0
Agency_59,SKU_21,0
Agency_59,SKU_22,0
Agency_59,SKU_23,0
Agency_59,SKU_24,0
Agency_59,SKU_26,0
Agency_59,SKU_27,0
Agency_59,SKU_28,0
Agency_59,SKU_31,0
Agency_59,SKU_32,0
Agency_59,SKU_34,0
Agency_60,SKU_06,0
Agency_60,SKU_08,0
Agency_60,SKU_11,0
Agency_60,SKU_12,0
Agency_60,SKU_14,0
Agency_60,SKU_15,0
Agency_60,SKU_17,0
Agency_60,SKU_18,0
Agency_60,SKU_20,0
Agency_60,SKU_21,0
Agency_60,SKU_22,0
Agency_60,SKU_24,0
Agency_60,SKU_26,0
Agency_60,SKU_27,0
Agency_60,SKU_28,0
Agency_60,SKU_31,0
Agency_60,SKU_32,0
Agency_60,SKU_34,0
